,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
6914,Lexus,ES,2013,Saudi,White,1,1.5674798161793047,0,0,Used,200000.0,Riyadh,75000.0,False
6915,Mercedes,E,1993,Gulf Arabic,White,0,3.2,0,0,Used,217396.0,Jeddah,35000.0,False
6918,Geely,Emgrand,2019,Saudi,Red,0,1.8,0,0,Used,43000.0,Riyadh,45000.0,False
6921,Chrysler,C300,2013,Saudi,Brown,0,1.5674798161793047,0,0,Used,210.0,Riyadh,48000.0,False
6924,HAVAL,H9,2020,Saudi,Brown,0,2.0,0,0,Used,18000.0,Dammam,100000.0,False
6927,Nissan,Altima,2016,Saudi,White,2,2.5,0,0,Used,111000.0,Riyadh,48000.0,False
6928,Toyota,Furniture,2020,Saudi,White,1,4.0,0,0,Used,55000.0,Dammam,123000.0,False
6930,Toyota,Camry,2017,Gulf Arabic,White,1,2.5,0,0,Used,120500.0,Dammam,50000.0,False
6932,Hyundai,Sonata,2016,Saudi,White,0,2.4,0,0,Used,140000.0,Dammam,56000.0,False
6934,Hyundai,Elantra,2015,Saudi,White,0,2.0,0,0,Used,112000.0,Arar,32000.0,False
6935,Toyota,Camry,2009,Saudi,White,2,1.6,0,0,Used,300000.0,Abha,24000.0,False
6937,Kia,Rio,2019,Saudi,White,2,1.5674798161793047,0,0,Used,65000.0,Dammam,35000.0,False
6938,Dodge,Nitro,2011,Saudi,White,1,3.7,0,0,Used,346410.0,Riyadh,15000.0,False
6941,Chevrolet,Traverse,2012,Gulf Arabic,Golden,0,3.6,0,0,Used,176000.0,Jubail,40000.0,False
6945,Toyota,Land Cruiser,2015,Saudi,White,0,4.6,0,0,Used,87300.0,Dammam,175000.0,False
6946,Chevrolet,Optra,2006,Saudi,Red,2,1.6,0,0,Used,241000.0,Al-Medina,12000.0,False
6947,Toyota,FJ,2014,Saudi,White,1,4.0,0,0,Used,237000.0,Jubail,85000.0,False
6948,Hyundai,Accent,2017,Saudi,White,2,1.4,0,0,Used,204000.0,Riyadh,23000.0,False
6951,Chevrolet,Malibu,2014,Saudi,Black,0,3.0,0,0,Used,145000.0,Riyadh,46000.0,False
6952,Nissan,Sunny,2017,Saudi,White,2,1.5,0,0,Used,106475.0,Riyadh,21500.0,False
6953,Toyota,Innova,2016,Saudi,White,1,1.5674798161793047,0,0,Used,330.0,Hafar Al-Batin,46000.0,False
6954,Chevrolet,Trailblazer,2013,Saudi,Red,2,3.6,0,0,Used,106000.0,Riyadh,38500.0,False
6955,Hyundai,Accent,2019,Saudi,White,2,1.4,0,0,Used,96000.0,Riyadh,33500.0,False
6956,BMW,X,2011,Other,Brown,0,1.5674798161793047,0,0,Used,290.0,Riyadh,48000.0,False
6959,Dodge,Charger,2018,Saudi,Grey,0,5.7,0,0,Used,160000.0,Aseer,2700.0,False
6961,Ford,Taurus,2017,Saudi,White,1,2.5,0,0,Used,116000.0,Qassim,75000.0,False
6962,Kia,Cerato,2020,Saudi,Grey,2,1.5674798161793047,0,0,Used,31700.0,Makkah,1500.0,False
6964,Toyota,Yaris,2014,Saudi,Red,0,1.5,0,0,Used,375000.0,Riyadh,24000.0,False
6966,Nissan,Datsun,2016,Gulf Arabic,White,0,2.4,0,1,Used,188.0,Hail,33000.0,False
6969,Cadillac,Escalade,2004,Saudi,White,0,6.0,0,0,Used,300000.0,Riyadh,30000.0,False
6970,Toyota,Hilux,2016,Saudi,White,1,1.0,0,1,Used,121.0,Al-Medina,60500.0,False
6973,Kia,Sedona,2016,Other,Grey,1,3.2,0,0,Used,118000.0,Jeddah,65000.0,False
6974,Kia,Optima,2014,Gulf Arabic,White,0,2.4,0,0,Used,215000.0,Jeddah,40000.0,False
6978,GMC,Yukon,2007,Saudi,Black,2,1.5674798161793047,0,0,Used,262.0,Riyadh,30000.0,False
6979,GMC,Acadia,2008,Saudi,Golden,0,3.6,0,0,Used,220000.0,Riyadh,20000.0,False
6980,Chevrolet,Camaro,2013,Gulf Arabic,White,0,5.7,0,0,Used,243.0,Riyadh,55000.0,False
6983,Ford,Marquis,2010,Other,Another Color,0,1.5674798161793047,0,0,Used,360.0,Al-Medina,29000.0,False
6984,Chevrolet,Tahoe,2015,Saudi,Black,2,1.5674798161793047,0,0,Used,250000.0,Yanbu,95000.0,False
6987,Ford,Focus,2012,Saudi,Navy,2,1.6,0,0,Used,181.0,Riyadh,15000.0,False
6990,Lexus,ES,2016,Other,White,0,1.5,0,0,Used,100000.0,Aseer,128000.0,False
6991,Ford,Fusion,2015,Saudi,Grey,1,2.4,0,0,Used,178000.0,Hail,30000.0,False
6992,Toyota,Hilux,2019,Gulf Arabic,White,0,2.7,0,0,Used,32595.0,Riyadh,105000.0,False
6995,HAVAL,H6,2020,Saudi,Black,0,2.0,0,0,Used,16000.0,Riyadh,79000.0,False
6996,Lexus,ES,2020,Saudi,White,0,1.5674798161793047,0,0,Used,33000.0,Riyadh,210000.0,False
6998,Toyota,Land Cruiser,2019,Saudi,White,0,1.5674798161793047,2,0,Used,110000.0,Qassim,250000.0,False
6999,MG,RX5,2020,Saudi,Red,0,2.0,0,0,Used,4500.0,Abha,65000.0,False
7000,Chevrolet,Malibu,2018,Saudi,White,2,2.0,0,0,Used,135000.0,Qassim,46500.0,False
7001,Hyundai,Sonata,2011,Saudi,Black,1,1.5674798161793047,0,0,Used,29000.0,Riyadh,23000.0,False
7003,Volkswagen,Tiguan,2012,Saudi,Navy,2,1.5674798161793047,0,1,Used,170000.0,Jeddah,21000.0,False
7007,Toyota,Ciocca,2015,Saudi,White,0,8.0,0,0,Used,285000.0,Aseer,155000.0,False
7008,Ford,Expedition,2012,Saudi,Black,0,4.8,0,1,Used,304.0,Al-Ahsa,38000.0,False
7011,Toyota,Camry,1995,Saudi,White,0,1.5674798161793047,0,1,Used,300.0,Al-Ahsa,12000.0,False
7014,Porsche,Cayenne Turbo GTS,2013,Saudi,Black,0,9.0,0,0,Used,148000.0,Riyadh,115000.0,False
7015,Toyota,Corolla,2020,Saudi,Silver,1,1.6,0,0,Used,14000.0,Riyadh,1013.0,False
7017,Hyundai,Azera,2015,Saudi,Black,1,3.0,0,0,Used,222306.0,Riyadh,38000.0,False
7018,Ford,Mustang,2010,Saudi,Red,1,4.0,0,1,Used,169000.0,Riyadh,50000.0,False
7019,Hyundai,Tucson,2018,Saudi,Bronze,1,1.6,0,0,Used,27900.0,Riyadh,72000.0,False
7020,Nissan,Sunny,2019,Saudi,White,2,1.5,0,0,Used,77000.0,Dammam,28500.0,False
7021,Hyundai,Accent,2019,Saudi,White,2,1.6,0,0,Used,76600.0,Dammam,40000.0,False
7024,Ford,Fusion,2014,Saudi,Blue,2,1.6,0,0,Used,167000.0,Jeddah,35000.0,False
7025,Honda,Civic,2016,Saudi,Red,0,2.0,0,0,Used,68800.0,Jeddah,55000.0,False
7030,Lexus,LX,2007,Saudi,Another Color,0,8.0,0,0,Used,590.0,Taef,50000.0,False
7031,Mercedes,GL,2013,Saudi,White,0,5.0,0,0,Used,147000.0,Makkah,160000.0,False
7032,Kia,Carnival,2016,Saudi,Another Color,1,1.5674798161793047,0,0,Used,180.0,Jeddah,38000.0,False
7035,Kia,Sorento,2010,Saudi,Black,1,3.3,0,0,Used,213000.0,Jeddah,22000.0,False
7036,Ford,Taurus,2017,Saudi,Blue,1,4.0,0,0,Used,89000.0,Riyadh,75000.0,False
7038,Toyota,Camry,2016,Gulf Arabic,White,2,2.5,0,0,Used,117000.0,Qassim,60000.0,False
7039,Nissan,Sunny,2016,Gulf Arabic,White,2,1.5,0,0,Used,158000.0,Qassim,23000.0,False
7042,Hyundai,Senta fe,2015,Saudi,White,0,3.3,0,0,Used,337946.0,Hafar Al-Batin,45000.0,False
7043,Mitsubishi,L200,2015,Saudi,White,2,1.5674798161793047,0,1,Used,103000.0,Jeddah,30000.0,False
7044,Hyundai,Elantra,2021,Other,White,0,2.0,0,0,Used,3000.0,Riyadh,90000.0,False
7045,Toyota,Hilux,2009,Saudi,White,0,1.5674798161793047,0,1,Used,400.0,Dammam,32000.0,False
7048,Honda,City,2016,Gulf Arabic,Brown,0,4.0,0,0,Used,51000.0,Riyadh,43000.0,False
7051,Hyundai,Accent,2019,Saudi,Grey,2,1.4,0,0,Used,107000.0,Riyadh,35000.0,False
7052,Chevrolet,Tahoe,2011,Saudi,Red,1,5.3,0,0,Used,188000.0,Riyadh,53000.0,False
7054,HAVAL,H6,2020,Saudi,Grey,0,2.0,0,0,Used,16000.0,Riyadh,72000.0,False
7056,Honda,Accord,2007,Saudi,White,0,3.0,0,0,Used,470000.0,Makkah,15000.0,False
7059,Mercedes,S,2014,Gulf Arabic,Black,0,1.5674798161793047,0,0,Used,49000.0,Riyadh,250000.0,False
7060,GMC,Sierra,2017,Saudi,Red,0,5.3,0,0,Used,160000.0,Riyadh,100000.0,False
7063,Dodge,Durango,2019,Saudi,Black,0,3.6,0,0,Used,95000.0,Riyadh,2820.0,False
7064,GMC,Envoy,2003,Other,Black,0,1.5674798161793047,0,0,Used,100000.0,Dammam,6000.0,False
7065,Hyundai,Elantra,2006,Saudi,White,0,1.5674798161793047,0,0,Used,10000.0,Dammam,7000.0,False
7066,Toyota,Camry,2001,Saudi,White,1,9.0,0,0,Used,150000.0,Taef,15000.0,False
7067,Chevrolet,Tahoe,2017,Saudi,Black,0,1.5674798161793047,0,0,Used,83000.0,Al-Baha,135000.0,False
7068,Toyota,Camry,2001,Other,Another Color,1,1.5674798161793047,0,1,Used,490.0,Aseer,19000.0,False
7070,Nissan,Navara,2015,Saudi,White,2,1.5674798161793047,0,1,Used,119000.0,Abha,37000.0,False
7071,Ford,Expedition,2014,Saudi,Black,2,1.5674798161793047,0,0,Used,151000.0,Riyadh,70000.0,False
7073,Ford,Expedition,2014,Saudi,Grey,2,5.7,0,0,Used,190700.0,Riyadh,59000.0,False
7074,GMC,Sierra,2015,Saudi,Black,0,5.3,0,0,Used,86500.0,Riyadh,98000.0,False
7076,Ford,Expedition,2014,Saudi,Silver,1,5.4,0,0,Used,180000.0,Dammam,70000.0,False
7077,Toyota,Land Cruiser 70,2003,Saudi,Brown,2,1.6,0,1,Used,230000.0,Riyadh,69000.0,False
7078,Ford,Expedition,2012,Saudi,Black,2,5.4,0,0,Used,195000.0,Riyadh,45000.0,False
7079,Chrysler,SRT,2015,Saudi,Black,0,6.4,0,0,Used,200.0,Hafar Al-Batin,115000.0,False
7080,Nissan,Pathfinder,2014,Saudi,Black,1,1.5674798161793047,0,0,Used,119000.0,Hafar Al-Batin,40000.0,False
7082,Dodge,Charger,2012,Saudi,Grey,2,3.6,0,0,Used,243000.0,Dammam,30000.0,False
7083,Ford,Expedition,2014,Saudi,Another Color,0,4.0,0,0,Used,116000.0,Riyadh,50000.0,False
7086,Kia,Rio,2013,Saudi,Navy,2,1.6,0,0,Used,300000.0,Jubail,19000.0,False
7089,Toyota,Furniture,2012,Saudi,White,0,1.5674798161793047,0,0,Used,213.0,Taef,58000.0,False
7092,Kia,Rio,2019,Saudi,White,2,1.5674798161793047,0,0,Used,100.0,Riyadh,32500.0,False
7093,Ford,Expedition,2015,Other,White,1,1.5674798161793047,0,0,Used,115000.0,Hafar Al-Batin,75000.0,False
7095,Chevrolet,Malibu,2013,Saudi,Silver,1,2.5,0,0,Used,260.0,Riyadh,22500.0,False
7096,Toyota,Prado,2017,Gulf Arabic,Silver,0,1.5674798161793047,0,0,Used,140000.0,Al-Ahsa,125000.0,False
7099,Volkswagen,Passat,2015,Saudi,Black,1,2.5,0,0,Used,143000.0,Makkah,36000.0,False
7101,MG,HS,2020,Saudi,White,0,2.0,0,0,Used,12000.0,Jeddah,80000.0,False
7108,Hyundai,Sonata,2016,Other,Black,1,1.6,2,0,Used,180000.0,Jeddah,55000.0,False
7109,Suzuki,D'max,2001,Other,White,0,1.0,2,1,Used,1000.0,Jeddah,7000.0,False
7112,Cadillac,CT-S,2019,Saudi,White,1,2.0,0,0,Used,43000.0,Dammam,135000.0,False
7115,Ford,F150,2011,Saudi,White,2,1.5674798161793047,0,0,Used,133000.0,Dammam,33000.0,False
7117,Toyota,Cressida,1994,Saudi,White,2,4.0,0,1,Used,277000.0,Al-Medina,11000.0,False
7118,Hyundai,Sonata,2015,Saudi,Grey,0,2.4,0,0,Used,173000.0,Riyadh,43000.0,False
7119,Hyundai,Azera,2008,Saudi,Black,1,2.7,0,0,Used,407767.0,Dammam,17000.0,False
7120,Toyota,Hilux,2020,Saudi,White,0,2.4,0,1,Used,34000.0,Aseer,120000.0,False
7122,Toyota,Corolla,2018,Saudi,White,2,1.6,0,0,Used,212000.0,Riyadh,46000.0,False
7123,Toyota,Camry,2012,Saudi,Bronze,0,2.5,0,0,Used,265000.0,Qassim,32000.0,False
7124,Nissan,Armada,2010,Saudi,Silver,0,1.5674798161793047,0,0,Used,133809.0,Dammam,60000.0,False
7126,Toyota,Land Cruiser,2007,Saudi,White,2,1.2,0,0,Used,300000.0,Taef,30000.0,False
7127,Toyota,Land Cruiser,2015,Saudi,White,0,4.0,0,1,Used,136000.0,Riyadh,140000.0,False
7130,GMC,Yukon,2009,Saudi,Bronze,2,4.8,0,0,Used,350000.0,Riyadh,38000.0,False
7131,Nissan,Altima,2015,Gulf Arabic,White,1,1.5674798161793047,0,0,Used,94000.0,Qassim,37000.0,False
7133,Ford,Edge,2013,Saudi,Silver,2,1.5674798161793047,0,0,Used,208000.0,Makkah,39000.0,False
7134,Mazda,CX3,2020,Gulf Arabic,Grey,1,1.5674798161793047,0,0,Used,5000.0,Riyadh,55000.0,False
7135,Mitsubishi,ASX,2020,Saudi,White,0,1.5674798161793047,0,0,Used,22000.0,Riyadh,67000.0,False
7137,Toyota,Camry,2014,Saudi,White,2,1.5674798161793047,0,0,Used,542966.0,Wadi Dawasir,22000.0,False
7140,Hyundai,Sonata,2020,Saudi,White,1,2.5,0,0,Used,14000.0,Taef,1430.0,False
7141,BMW,The 7,2019,Saudi,Black,0,2.5,0,0,Used,41000.0,Jeddah,235000.0,False
7143,Toyota,Ciocca,2010,Saudi,Grey,1,5.7,0,0,Used,270000.0,Jubail,65000.0,False
7145,Chevrolet,Tahoe,2008,Other,Black,0,1.5674798161793047,0,0,Used,280000.0,Dammam,50000.0,False
7149,Cadillac,Eldorado,1968,Other,Golden,0,1.5674798161793047,0,0,Used,91000.0,Riyadh,130000.0,False
7150,Kia,Cerato,2015,Saudi,Another Color,1,1.6,0,0,Used,190000.0,Jazan,33000.0,False
7151,Kia,Pegas,2020,Saudi,White,2,1.4,0,0,Used,5300.0,Riyadh,37500.0,False
7152,Mercedes,S,2013,Saudi,Black,0,1.5674798161793047,0,0,Used,121000.0,Jeddah,118000.0,False
7153,Toyota,Cressida,1993,Other,White,2,2.2,0,1,Used,49500.0,Aseer,9500.0,False
7154,Ford,F150,2014,Saudi,Silver,2,8.0,0,0,Used,147000.0,Riyadh,80000.0,False
7157,Chevrolet,Tahoe,2015,Saudi,White,1,1.5674798161793047,0,0,Used,222000.0,Riyadh,110000.0,False
7158,Toyota,Camry,2019,Saudi,White,2,2.5,0,0,Used,48000.0,Qassim,85000.0,False
7165,Lexus,GS,2015,Saudi,White,1,1.5674798161793047,0,0,Used,224.0,Riyadh,88000.0,False
7167,Ford,Expedition,2013,Other,Black,2,1.4,0,0,Used,190000.0,Riyadh,47000.0,False
7170,Toyota,Hilux,2017,Saudi,White,0,1.5674798161793047,0,0,Used,102000.0,Al-Ahsa,90000.0,False
7172,Nissan,Patrol,2017,Saudi,Grey,0,1.5674798161793047,0,0,Used,115000.0,Riyadh,117000.0,False
7173,Toyota,Land Cruiser 70,2006,Saudi,Bronze,2,4.5,0,1,Used,239.0,Aseer,70000.0,False
7178,Toyota,FJ,2016,Gulf Arabic,White,0,4.9,0,0,Used,115.0,Riyadh,110000.0,False
7181,Genesis,G80,2018,Other,Grey,1,1.5674798161793047,0,0,Used,170000.0,Riyadh,500.0,False
7183,Mazda,CX5,2019,Saudi,Navy,0,2.5,0,0,Used,33000.0,Riyadh,102000.0,False
7185,Nissan,Sunny,2011,Saudi,White,2,1.6,0,1,Used,311000.0,Riyadh,10000.0,False
7188,Chevrolet,Suburban,2002,Other,Bronze,2,5.3,0,0,Used,333.0,Riyadh,13000.0,False
7189,BMW,The 7,2017,Gulf Arabic,White,0,1.4,0,0,Used,90000.0,Riyadh,165000.0,False
7192,Toyota,Camry,2016,Gulf Arabic,Navy,0,2.6,0,0,Used,183000.0,Dammam,70000.0,False
7193,Mercedes,S,2007,Saudi,Grey,0,1.5674798161793047,0,0,Used,270000.0,Al-Medina,45000.0,False
7195,Toyota,Corolla,2003,Saudi,Silver,0,1.0,0,0,Used,50000.0,Riyadh,15000.0,False
7196,Toyota,Prado,2014,Saudi,White,0,2.7,0,0,Used,157.0,Jeddah,80000.0,False
7197,Hyundai,Elantra,2019,Saudi,Grey,1,2.0,0,0,Used,35000.0,Jeddah,63500.0,False
7199,Toyota,Land Cruiser 70,1978,Saudi,Another Color,2,1.5674798161793047,0,1,Used,400000.0,Riyadh,18000.0,False
7200,Chevrolet,Tahoe,2018,Saudi,Black,2,5.3,0,0,Used,39000.0,Aseer,147000.0,False
7202,Ford,Victoria,2011,Saudi,Navy,1,1.5674798161793047,0,0,Used,312338.0,Riyadh,25000.0,False
7205,Hyundai,Elantra,2018,Saudi,White,0,2.0,0,0,Used,116.0,Riyadh,42000.0,False
7206,Toyota,FJ,2012,Saudi,Black,0,1.5674798161793047,0,0,Used,310.0,Abha,70000.0,False
7209,Ford,Taurus,2015,Saudi,Grey,0,1.5674798161793047,0,0,Used,180000.0,Riyadh,60000.0,False
7212,GAC,GS3,2021,Other,Red,0,1.3,0,0,Used,22600.0,Riyadh,50000.0,False
7213,GMC,Yukon,2012,Saudi,Brown,1,5.7,0,0,Used,317800.0,Al-Ahsa,52000.0,False
7215,Toyota,Land Cruiser,2008,Saudi,Another Color,0,8.0,0,0,Used,295000.0,Hail,65000.0,False
7219,Chevrolet,Malibu,2015,Saudi,Red,1,2.5,0,0,Used,218000.0,Makkah,20000.0,False
7220,Honda,Crosstour,2010,Saudi,Silver,0,3.5,0,0,Used,135000.0,Dammam,43000.0,False
7221,Toyota,Yaris,2017,Saudi,Brown,2,1.3,0,0,Used,201000.0,Dammam,35000.0,False
7222,Toyota,Land Cruiser,2017,Saudi,White,0,5.7,0,0,Used,50000.0,Dammam,245000.0,False
7223,Fiat,500,2017,Gulf Arabic,White,0,1.6,0,0,Used,112000.0,Riyadh,45000.0,False
7224,Hyundai,Sonata,2018,Saudi,White,2,2.4,0,0,Used,69000.0,Riyadh,55000.0,False
7227,Hyundai,Sonata,2011,Saudi,Silver,1,2.4,0,0,Used,186000.0,Jeddah,25000.0,False
7228,Nissan,Patrol,1999,Saudi,Grey,1,4.5,0,1,Used,600000.0,Qassim,17000.0,False
7229,Toyota,Corolla,2019,Saudi,Red,2,1.6,0,0,Used,39000.0,Yanbu,52000.0,False
7230,Toyota,Camry,2016,Saudi,White,0,2.5,0,0,Used,155000.0,Qassim,52000.0,False
7232,Jeep,Wrangler,2015,Saudi,Blue,0,3.6,0,0,Used,200.0,Jeddah,85000.0,False
7236,Toyota,Land Cruiser,2012,Saudi,White,0,4.6,0,0,Used,250000.0,Riyadh,85000.0,False
7237,Chevrolet,Tahoe,2013,Saudi,Brown,0,1.5674798161793047,0,0,Used,206.0,Jeddah,77000.0,False
7243,Mercedes,ML,2002,Saudi,Oily,1,3.2,0,0,Used,297846.0,Riyadh,17000.0,False
7245,Genesis,Prestige,2013,Saudi,White,1,3.8,0,0,Used,185000.0,Riyadh,40000.0,False
7248,Chrysler,C300,2013,Saudi,Blue,0,5.7,0,0,Used,340000.0,Riyadh,40000.0,False
7249,Toyota,Land Cruiser,2003,Saudi,Navy,0,1.5674798161793047,0,1,Used,395735.0,Riyadh,55000.0,False
7250,Lincoln,Navigator,2011,Saudi,Black,0,5.4,0,0,Used,200000.0,Aseer,60000.0,False
7252,Ford,Expedition,2003,Saudi,Another Color,1,1.5674798161793047,0,0,Used,400000.0,Al-Medina,5000.0,False
7255,Kia,Cerato,2013,Saudi,Black,2,1.5674798161793047,0,0,Used,147.0,Dammam,18000.0,False
7259,Hyundai,Palisade,2020,Other,White,1,1.5674798161793047,2,0,Used,9000.0,Riyadh,145000.0,False
7264,Hyundai,Sonata,2019,Saudi,Red,1,2.5,0,0,Used,120.0,Khobar,1550.0,False
7268,Nissan,Navara,2013,Saudi,White,1,2.7,0,0,Used,189.0,Riyadh,35000.0,False
7270,Hyundai,Sonata,2016,Saudi,Brown,1,2.4,0,0,Used,210000.0,Riyadh,35000.0,False
7271,Hyundai,Accent,2018,Saudi,White,2,1.4,0,0,Used,105500.0,Dammam,32000.0,False
7272,Toyota,Land Cruiser 70,2006,Saudi,Another Color,1,2.7,0,1,Used,250.0,Al-Baha,33000.0,False
7273,Ford,Flex,2013,Saudi,Red,2,1.5674798161793047,0,0,Used,204000.0,Jeddah,32000.0,False
7275,Nissan,Sunny,2010,Saudi,White,1,1.3,0,0,Used,294000.0,Dammam,9000.0,False
7279,Mercedes,SEL,1991,Saudi,Black,0,1.5674798161793047,0,0,Used,277.0,Riyadh,28000.0,False
7280,Mercedes,C,2020,Gulf Arabic,White,0,2.0,0,0,Used,50000.0,Riyadh,150000.0,False
7283,Mercedes,S,2012,Other,Grey,0,4.7,0,0,Used,188000.0,Khobar,80000.0,False
7284,Mercedes,S,2007,Other,Bronze,1,1.5674798161793047,0,0,Used,200000.0,Dammam,75000.0,False
7287,Hyundai,Senta fe,2014,Saudi,Black,0,3.3,0,0,Used,150.0,Jeddah,50000.0,False
7288,Toyota,Hiace,2016,Saudi,White,2,2.7,0,1,Used,218000.0,Riyadh,69500.0,False
7291,Toyota,Hilux,2015,Saudi,White,1,2.7,0,1,Used,328000.0,Qassim,65000.0,False
7296,Nissan,Patrol,2009,Saudi,White,1,1.6,0,1,Used,150.0,Al-Jouf,70000.0,False
7297,Ford,Marquis,2001,Other,Silver,2,1.5674798161793047,0,0,Used,293.0,Riyadh,10000.0,False
7299,Mitsubishi,Pajero,2015,Gulf Arabic,White,2,3.5,0,0,Used,103900.0,Riyadh,50000.0,False
7304,Toyota,Avalon,2008,Other,White,0,3.6,0,0,Used,201.0,Al-Jouf,30000.0,False
7305,Nissan,Datsun,2014,Other,White,0,2.0,0,1,Used,240000.0,Riyadh,30000.0,False
7306,Suzuki,Celerio,2011,Other,Another Color,1,1.5674798161793047,0,1,Used,59000.0,Taef,15000.0,False
7310,Ford,Edge,2014,Saudi,White,1,3.8,0,0,Used,140000.0,Jeddah,50000.0,False
7311,Nissan,Datsun,2008,Other,White,2,1.5674798161793047,0,1,Used,180.0,Makkah,30000.0,False
7314,Toyota,Land Cruiser 70,2016,Saudi,White,0,4.0,0,1,Used,190.0,Jazan,1414.0,False
7315,Kia,Rio,2016,Saudi,Red,2,1.6,0,0,Used,80000.0,Makkah,25000.0,False
7317,Ford,Expedition,2014,Saudi,Black,1,1.5674798161793047,0,0,Used,184000.0,Jubail,52000.0,False
7318,Kia,Cadenza,2016,Saudi,White,2,3.5,0,0,Used,130000.0,Riyadh,56000.0,False
7320,Cadillac,DTS,2006,Saudi,Golden,1,4.8,0,0,Used,3000000.0,Al-Medina,8000.0,False
7322,Toyota,Yaris,2011,Saudi,Green,2,1.3,0,0,Used,300500.0,Abha,14000.0,False
7323,Toyota,Prado,2018,Gulf Arabic,White,1,4.0,0,0,Used,125000.0,Khobar,128000.0,False
7324,Nissan,Sunny,2009,Saudi,Golden,2,1.0,0,0,Used,377000.0,Riyadh,11000.0,False
7326,Kia,Cerato,2015,Saudi,Navy,0,2.0,0,0,Used,104000.0,Al-Ahsa,28000.0,False
7328,Mercedes,S,2017,Saudi,White,0,1.5674798161793047,0,0,Used,53000.0,Jeddah,290000.0,False
7329,Nissan,Armada,2009,Gulf Arabic,White,0,3.2,0,0,Used,275475.0,Riyadh,25000.0,False
7331,Mercedes,S,2013,Saudi,Brown,0,8.0,0,0,Used,160000.0,Jeddah,110000.0,False
7335,Hyundai,Sonata,2020,Saudi,White,0,2.5,0,0,Used,17000.0,Jeddah,1430.0,False
7336,Hyundai,H1,2018,Saudi,White,1,2.4,0,0,Used,100.0,Aseer,70000.0,False
7337,Toyota,Prado,1999,Saudi,Oily,0,2.8,0,1,Used,230.0,Aseer,18000.0,False
7338,Ford,Mustang,2010,Other,Grey,0,4.6,0,1,Used,170.0,Dammam,42000.0,False
7339,Hyundai,H1,2015,Saudi,White,2,4.0,0,0,Used,400000.0,Jeddah,43000.0,False
7341,Toyota,Ciocca,2009,Gulf Arabic,Bronze,0,1.5674798161793047,0,0,Used,200000.0,Jeddah,48000.0,False
7343,MG,5,2020,Saudi,White,2,1.5,0,0,Used,3500.0,Dammam,41000.0,False
7344,Toyota,Camry,2016,Other,Grey,2,1.5674798161793047,0,0,Used,161000.0,Wadi Dawasir,55000.0,False
7347,Cadillac,Escalade,2007,Other,Golden,0,6.2,0,0,Used,273000.0,Khobar,39000.0,False
7349,Toyota,Land Cruiser,2014,Gulf Arabic,White,0,4.6,0,0,Used,325000.0,Riyadh,126000.0,False
7350,Hyundai,Accent,2005,Saudi,White,2,1.5,0,1,Used,294602.0,Dammam,5000.0,False
7351,Ashok,Leyland,2009,Saudi,White,2,1.5674798161793047,2,1,Used,55000.0,Jubail,40000.0,False
7352,Ashok,Leyland,2010,Saudi,White,2,1.5674798161793047,2,1,Used,11000.0,Jubail,48000.0,False
7353,Toyota,Coaster,2012,Saudi,White,2,1.5674798161793047,0,1,Used,237000.0,Jubail,45000.0,False
7356,Honda,Civic,2020,Saudi,Silver,1,1.6,0,0,Used,25000.0,Dammam,68000.0,False
7357,Toyota,Land Cruiser,2020,Saudi,White,2,4.0,0,0,Used,30000.0,Riyadh,2560.0,False
7358,Fiat,500,2020,Saudi,Navy,0,1.4,0,0,Used,7000.0,Riyadh,75000.0,False
7359,Toyota,Land Cruiser Pickup,2013,Saudi,Another Color,1,4.0,0,1,Used,105154.0,Riyadh,85000.0,False
7362,Mercedes,SEL,1991,Other,Navy,0,5.6,0,0,Used,17000.0,Jeddah,100000.0,False
7363,Chevrolet,Tahoe,2010,Saudi,White,2,5.7,0,0,Used,177.0,Jeddah,45000.0,False
7365,Lexus,LS,2011,Other,White,0,1.5674798161793047,0,0,Used,220.0,Jeddah,90000.0,False
7366,Hyundai,Sonata,2017,Saudi,White,1,2.4,0,0,Used,155000.0,Riyadh,35000.0,False
7370,Audi,Q7,2007,Saudi,White,0,1.5674798161793047,0,0,Used,199.0,Riyadh,26000.0,False
7372,Ford,Victoria,1996,Saudi,Silver,2,1.5674798161793047,0,0,Used,325.0,Jeddah,10000.0,False
7377,Toyota,Avalon,2020,Saudi,White,1,1.5674798161793047,0,0,Used,9800.0,Abha,139000.0,False
7378,Ford,Marquis,2007,Saudi,Golden,0,8.1,0,0,Used,400000.0,Hafar Al-Batin,20500.0,False
7383,Land Rover,Range Rover,2013,Saudi,White,1,8.7,0,0,Used,177.0,Jeddah,88000.0,False
7391,Honda,Accord,2016,Gulf Arabic,Golden,0,2.5,0,0,Used,66000.0,Riyadh,89000.0,False
7394,Honda,Accord,2018,Saudi,White,1,1.5,0,0,Used,140000.0,Khobar,85000.0,False
7395,Toyota,Land Cruiser,1995,Saudi,Silver,0,1.5674798161793047,0,1,Used,300000.0,Tabouk,20000.0,False
7399,Ford,Taurus,2016,Other,Black,1,3.5,0,0,Used,155000.0,Jeddah,59000.0,False
7400,MINI,Countryman,2017,Other,Grey,0,1.4,0,1,Used,100000.0,Jeddah,69000.0,False
7402,Mazda,6,2016,Saudi,White,1,1.5674798161793047,0,0,Used,100000.0,Al-Medina,57000.0,False
